srcip,dstip,proto,bytes_r,bytes_r_max,bytes_s,bytes_s_max,first,last,pkts_r,pkts_r_max,pkts_s,pkts_s_max,count,activity,ss_time,service
10.148.220.183,54.148.37.5,6,28953,28953,37157,37157,01:35.7,01:38.7,45,45,61,61,1,['watch_video'],2.961988,netflix
10.145.167.113,172.217.1.138,6,40,40,75,75,58:03.4,58:03.4,1,1,1,1,1,['watch_video'],0.025178,netflix
10.145.167.113,172.217.12.42,6,5502,5502,961,961,50:23.8,50:23.9,10,10,9,9,1,['watch_video'],0.075183,netflix
10.145.167.113,172.217.9.4,6,3554,3554,1889,1889,50:07.9,50:08.0,8,8,8,8,1,['watch_video'],0.114974,netflix
10.145.167.113,192.124.233.66,6,39436378,19720688,195596,106412,50:11.1,58:14.4,30951,15476,2519,1367,2,"['watch_video', 'watch_video']",483.302413,netflix
10.145.167.113,23.246.3.157,6,8599070,4367869,82552,43152,50:10.4,58:14.3,6810,3459,851,450,2,"['watch_video', 'watch_video']",483.936289,netflix
10.145.167.113,23.246.3.199,6,300563,300563,9188,9188,57:50.6,57:51.1,244,244,132,132,1,['watch_video'],0.532627,netflix
10.145.167.113,23.246.3.204,6,300564,300564,11424,11424,50:10.4,50:11.0,244,244,175,175,1,['watch_video'],0.636822,netflix
10.145.167.113,52.40.130.35,6,25174,25174,9825,9825,50:08.3,50:09.1,25,25,28,28,1,['watch_video'],0.746593,netflix
10.145.167.113,52.42.117.17,6,25668,25668,10089,10089,57:48.6,57:49.5,25,25,33,33,1,['watch_video'],0.895369,netflix
10.145.167.113,52.89.124.203,6,29306,29306,38342,38342,57:48.6,57:51.3,53,53,61,61,1,['watch_video'],2.665789,netflix
10.145.167.113,54.148.37.5,6,28865,28865,37424,37424,50:08.3,50:11.4,46,46,61,61,1,['watch_video'],3.039145,netflix
10.145.167.113,54.243.165.9,6,8139,8139,2211,2211,50:06.5,50:06.8,18,18,20,20,1,['watch_video'],0.303178,netflix
10.145.43.25,162.125.8.7,6,208,208,374,374,59:37.0,59:42.0,4,4,6,6,1,['watch_video'],4.941661,netflix
10.145.43.25,23.246.3.207,6,64704,64704,2524,2524,59:37.2,59:37.3,55,55,32,32,1,['watch_video'],0.102331,netflix
10.145.43.25,52.40.130.35,6,25322,25322,9713,9713,59:35.1,59:35.9,28,28,26,26,1,['watch_video'],0.787532,netflix
10.145.43.25,52.89.124.203,6,26055,26055,27067,27067,59:35.3,59:38.3,50,50,52,52,1,['watch_video'],2.952397,netflix
10.145.43.25,54.243.34.141,6,8139,8139,2159,2159,59:33.6,59:33.9,18,18,19,19,1,['watch_video'],0.30132,netflix
10.145.167.113,172.217.12.35,6,6916,6916,1096,1096,50:19.9,50:20.1,9,9,10,10,1,['watch_video'],0.20078,netflix
10.145.167.113,172.217.9.4,6,40,40,75,75,27:51.6,27:51.6,1,1,1,1,1,['watch_video'],0.017022,netflix
10.145.167.113,192.124.233.66,6,135343255,19721723,784943,99780,02:50.9,55:59.9,106460,15504,9681,1310,11,"['watch_video', 'browse_home', 'browse_home', 'watch_video', 'browse_home', 'watch_video', 'watch_video', 'browse_home', 'browse_home', 'watch_video', 'watch_video']",3188.992262,netflix
10.145.167.113,198.38.99.164,6,28365,7092,5780,1484,04:48.9,39:19.9,40,10,45,12,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",2071.00131,netflix
10.145.167.113,23.246.2.135,6,21831420,4367957,209672,49688,02:50.0,55:59.9,17310,3476,2177,587,5,"['watch_video', 'watch_video', 'watch_video', 'watch_video', 'watch_video']",3189.907827,netflix
10.145.167.113,23.246.2.193,6,251760,251760,6320,6320,04:51.3,04:51.5,200,200,105,105,1,['browse_home'],0.16808,netflix
10.145.167.113,23.246.2.195,6,668403,301851,22276,10500,02:49.8,50:23.3,545,245,322,157,3,"['watch_video', 'browse_home', 'watch_video']",2853.490223,netflix
10.145.167.113,23.246.2.196,6,154377,137697,9492,6734,04:50.2,49:30.0,133,111,133,113,3,"['browse_home', 'browse_home', 'browse_home']",2679.839693,netflix
10.145.167.113,23.246.2.197,6,137699,137699,3978,3978,39:20.3,39:20.4,111,111,60,60,1,['browse_home'],0.140267,netflix
10.145.167.113,23.246.2.202,6,300560,300560,11840,11840,55:36.0,55:36.7,244,244,183,183,1,['watch_video'],0.72992,netflix
10.145.167.113,23.246.2.204,6,25910,7353,5428,1392,04:48.7,39:19.7,37,10,38,10,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",2071.044288,netflix
10.145.167.113,23.246.2.207,6,24211,8071,4244,1432,04:48.4,49:28.1,33,11,32,11,3,"['browse_home', 'browse_home', 'browse_home']",2679.761389,netflix
10.145.167.113,23.246.2.209,6,268312,251757,9080,6320,05:47.7,49:37.0,222,200,125,105,3,"['browse_home', 'browse_home', 'browse_home']",2629.306487,netflix
10.145.167.113,23.246.2.211,6,601122,300563,18376,9188,20:45.2,27:28.6,488,244,264,132,2,"['watch_video', 'watch_video']",403.40721,netflix
10.145.167.113,23.246.3.157,6,4342613,4342613,46780,46780,06:45.0,07:10.9,3439,3439,532,532,1,['watch_video'],25.960081,netflix
10.145.167.113,23.246.3.195,6,137698,137698,3978,3978,05:47.6,05:47.7,111,111,60,60,1,['browse_home'],0.107026,netflix
10.145.167.113,23.246.3.198,6,31022,8280,5468,1380,05:00.2,49:29.6,42,11,39,10,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",2669.355518,netflix
10.145.167.113,23.246.3.199,6,64704,64704,2524,2524,39:20.1,39:20.2,55,55,32,32,1,['browse_home'],0.088982,netflix
10.145.167.113,23.246.3.201,6,7093,7093,1432,1432,49:29.6,49:29.7,10,10,11,11,1,['browse_home'],0.079591,netflix
10.145.167.113,23.246.3.202,6,16144,8072,2760,1380,14:44.1,39:19.6,22,11,20,10,2,"['browse_home', 'browse_home']",1475.585016,netflix
10.145.167.113,23.246.3.203,6,275440,137746,7956,3978,04:50.5,14:44.8,223,112,120,60,2,"['browse_home', 'browse_home']",594.264776,netflix
10.145.167.113,23.246.3.204,6,366556,301852,11828,9304,06:44.9,49:29.8,300,245,166,134,2,"['watch_video', 'browse_home']",2564.949114,netflix
10.145.167.113,23.246.3.206,6,89719,64704,6713,2524,04:50.4,49:29.7,88,55,63,32,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",2679.299804,netflix
10.145.167.113,23.246.3.207,6,64704,64704,2524,2524,14:44.5,14:44.6,55,55,32,32,1,['browse_home'],0.093077,netflix
10.145.167.113,23.246.3.212,6,755274,251759,18960,6320,14:44.9,49:30.3,600,200,315,105,3,"['browse_home', 'browse_home', 'browse_home']",2085.422806,netflix
10.145.167.113,31.13.93.19,6,10793,10793,6355,6355,21:08.7,21:10.6,23,23,30,30,1,['watch_video'],1.838678,netflix
10.145.167.113,31.13.93.35,6,1430,1430,1682,1682,21:08.7,21:08.8,10,10,14,14,1,['watch_video'],0.097224,netflix
10.145.167.113,34.210.42.111,6,258204,199727,259949,184108,14:42.9,27:29.7,374,273,488,353,3,"['browse_home', 'watch_video', 'watch_video']",766.742144,netflix
10.145.167.113,35.161.50.134,6,101799,25878,39460,10205,02:47.5,27:26.3,112,29,115,35,4,"['watch_video', 'browse_home', 'watch_video', 'watch_video']",1478.735876,netflix
10.145.167.113,52.40.130.35,6,50601,25379,20110,10397,39:16.4,55:34.8,55,29,65,39,2,"['browse_home', 'watch_video']",978.390061,netflix
10.145.167.113,52.42.117.17,6,126606,25324,49501,10181,04:46.5,50:21.2,140,28,148,35,5,"['browse_home', 'browse_home', 'watch_video', 'browse_home', 'watch_video']",2734.727035,netflix
10.145.167.113,52.89.124.203,6,244273,211389,214034,176033,04:46.5,55:37.0,318,270,450,380,2,"['browse_home', 'watch_video']",3050.478929,netflix
10.145.167.113,54.148.37.5,6,674912,219292,623262,174635,02:47.7,50:23.3,920,288,1189,364,6,"['watch_video', 'browse_home', 'watch_video', 'browse_home', 'browse_home', 'watch_video']",2855.623397,netflix
10.145.43.25,172.217.1.234,6,1485,1485,4887,4887,06:55.9,06:56.0,9,9,11,11,1,['watch_video'],0.081141,netflix
10.145.43.25,172.217.12.42,6,1645,1645,4875,4875,21:56.1,21:56.3,9,9,11,11,1,['watch_video'],0.109221,netflix
10.145.43.25,192.124.233.66,6,100695036,20141135,469439,109271,59:37.6,51:54.2,79063,15825,6041,1456,5,"['watch_video', 'watch_video', 'watch_video', 'watch_video', 'watch_video']",3136.56489,netflix
10.145.43.25,216.58.194.42,6,10857,10857,149622,149622,26:36.8,26:40.0,86,86,140,140,1,['watch_video'],3.106191,netflix
10.145.43.25,23.246.2.135,6,12966729,4368369,130852,44464,06:44.3,26:41.5,10287,3468,1397,487,3,"['watch_video', 'watch_video', 'watch_video']",1197.200513,netflix
10.145.43.25,23.246.2.194,6,64706,64706,2524,2524,06:44.1,06:44.2,55,55,32,32,1,['watch_video'],0.092123,netflix
10.145.43.25,23.246.2.195,6,64705,64705,2524,2524,21:46.5,21:46.6,55,55,32,32,1,['watch_video'],0.114601,netflix
10.145.43.25,23.246.2.206,6,64704,64704,2524,2524,59:50.5,59:50.5,55,55,32,32,1,['watch_video'],0.080116,netflix
10.145.43.25,23.246.2.211,6,64706,64706,2524,2524,26:17.6,26:17.7,55,55,32,32,1,['watch_video'],0.093691,netflix
10.145.43.25,23.246.3.157,6,8596507,4369192,85044,42740,59:37.4,51:54.1,6807,3460,864,435,2,"['watch_video', 'watch_video']",3136.717903,netflix
10.145.43.25,23.246.3.206,6,64704,64704,2524,2524,51:30.4,51:30.5,55,55,32,32,1,['watch_video'],0.089959,netflix
10.145.43.25,31.13.93.19,6,11954,10158,8465,5311,07:02.5,26:36.4,29,19,31,19,2,"['watch_video', 'watch_video']",1173.900864,netflix
10.145.43.25,35.161.50.134,6,25316,25316,9713,9713,26:15.7,26:16.4,28,28,26,26,1,['watch_video'],0.667296,netflix
10.145.43.25,52.42.117.17,6,101073,25326,38852,9713,06:42.0,59:49.0,108,28,104,26,4,"['watch_video', 'watch_video', 'watch_video', 'watch_video']",3186.996332,netflix
10.145.43.25,52.89.124.203,6,120627,33007,161496,49323,06:42.1,59:51.5,200,54,256,72,4,"['watch_video', 'watch_video', 'watch_video', 'watch_video']",3189.354327,netflix
10.145.43.25,54.148.37.5,6,29023,29023,37392,37392,21:44.8,21:47.5,46,46,61,61,1,['watch_video'],2.718809,netflix
10.145.167.113,172.217.14.170,6,40,40,75,75,03:42.5,03:42.5,1,1,1,1,1,['watch_video'],0.027562,netflix
10.145.167.113,172.217.9.142,6,7849,7849,9431,9431,32:34.8,32:36.5,17,17,29,29,1,['watch_video'],1.747382,netflix
10.145.167.113,192.124.233.66,6,42857582,19721091,210463,82968,03:32.4,43:10.0,33679,15484,2563,1038,3,"['watch_video', 'watch_video', 'browse_home']",2377.655296,netflix
10.145.167.113,23.246.2.135,6,4366573,4366573,45716,45716,03:31.9,03:56.1,3458,3458,512,512,1,['watch_video'],24.236449,netflix
10.145.167.113,23.246.2.193,6,251863,251863,6424,6424,42:54.6,42:54.7,202,202,107,107,1,['browse_home'],0.128056,netflix
10.145.167.113,23.246.2.196,6,141661,141661,4669,4669,42:53.9,42:54.5,115,115,63,63,1,['browse_home'],0.648993,netflix
10.145.167.113,23.246.2.206,6,300566,300566,9188,9188,03:31.7,03:32.4,244,244,132,132,1,['watch_video'],0.648933,netflix
10.145.167.113,23.246.2.207,6,8069,8069,1380,1380,42:52.7,42:52.8,11,11,10,10,1,['browse_home'],0.125429,netflix
10.145.167.113,23.246.3.157,6,4364429,4364429,44212,44212,32:12.9,32:38.7,3465,3465,481,481,1,['watch_video'],25.747063,netflix
10.145.167.113,23.246.3.196,6,301087,301087,12428,12428,32:12.5,32:38.7,255,255,184,184,1,['watch_video'],26.135498,netflix
10.145.167.113,23.246.3.198,6,10091,10091,2020,2020,42:53.2,43:01.8,13,13,12,12,1,['browse_home'],8.566827,netflix
10.145.167.113,23.246.3.199,6,64704,64704,2576,2576,42:54.1,42:54.2,55,55,33,33,1,['browse_home'],0.061027,netflix
10.145.167.113,23.246.36.160,6,7093,7093,1432,1432,42:53.7,42:53.9,10,10,11,11,1,['browse_home'],0.140242,netflix
10.145.167.113,31.13.93.19,6,10162,10162,5371,5371,32:34.8,32:35.5,19,19,20,20,1,['watch_video'],0.68421,netflix
10.145.167.113,34.210.42.111,6,236098,236098,188888,188888,42:48.4,43:13.5,313,313,392,392,1,['browse_home'],25.140333,netflix
10.145.167.113,52.42.117.17,6,77320,26225,29565,9995,03:29.3,42:49.3,90,34,84,29,3,"['watch_video', 'watch_video', 'browse_home']",2360.005987,netflix
10.145.167.113,52.89.124.203,6,28606,28606,37445,37445,32:10.6,32:38.7,38,38,62,62,1,['watch_video'],28.128175,netflix
10.145.167.113,54.148.37.5,6,33080,33080,38132,38132,03:29.4,03:32.7,46,46,69,69,1,['watch_video'],3.318364,netflix
10.145.43.25,172.217.12.36,17,9803,9803,4661,4661,08:46.6,08:46.6,16,16,17,17,1,['browse_home'],0.087817,netflix
10.145.43.25,192.124.233.66,6,70094475,20144726,370032,107541,59:50.8,40:13.2,55135,15835,4571,1231,5,"['watch_video', 'watch_video', 'browse_home', 'watch_video', 'browse_home']",2422.419589,netflix
10.145.43.25,23.246.2.135,6,8596555,4367894,82452,43900,59:50.5,05:59.2,6808,3459,862,488,2,"['watch_video', 'watch_video']",368.731914,netflix
10.145.43.25,23.246.2.195,6,376974,156135,11366,4447,05:35.7,21:56.9,307,126,169,69,3,"['watch_video', 'browse_home', 'browse_home']",981.202148,netflix
10.145.43.25,23.246.2.196,6,8340,8340,1379,1379,39:55.7,39:55.8,11,11,10,10,1,['browse_home'],0.088646,netflix
10.145.43.25,23.246.2.197,6,275394,137697,7956,3978,14:33.4,39:56.4,222,111,120,60,2,"['browse_home', 'browse_home']",1523.019304,netflix
10.145.43.25,23.246.2.207,6,8070,8070,1380,1380,39:55.0,39:55.0,11,11,10,10,1,['browse_home'],0.044136,netflix
10.145.43.25,23.246.2.208,6,156188,156188,4395,4395,08:31.6,08:31.7,127,127,68,68,1,['browse_home'],0.150537,netflix
10.145.43.25,23.246.2.211,6,64705,64705,2524,2524,08:31.2,08:31.3,55,55,32,32,1,['browse_home'],0.093284,netflix
10.145.43.25,23.246.3.134,6,1852470,1852470,14956,14956,39:55.2,39:55.5,1462,1462,227,227,1,['browse_home'],0.331293,netflix
10.145.43.25,23.246.3.157,6,4366617,4366617,38904,38904,33:00.5,33:24.4,3458,3458,381,381,1,['watch_video'],23.922792,netflix
10.145.43.25,23.246.3.195,6,137700,137700,3978,3978,08:31.4,08:31.5,111,111,60,60,1,['browse_home'],0.091931,netflix
10.145.43.25,23.246.3.198,6,10094,10094,2072,2072,39:55.2,40:04.9,13,13,13,13,1,['browse_home'],9.725954,netflix
10.145.43.25,23.246.3.199,6,64704,64704,2524,2524,39:56.2,39:56.3,55,55,32,32,1,['browse_home'],0.089135,netflix
10.145.43.25,23.246.3.201,6,190881,190881,9157,9157,39:55.5,39:55.7,164,164,99,99,1,['browse_home'],0.211513,netflix
10.145.43.25,23.246.3.203,6,275391,137696,7956,3978,15:27.7,21:56.8,222,111,120,60,2,"['browse_home', 'browse_home']",389.100722,netflix
10.145.43.25,23.246.3.204,6,410580,216465,13803,6231,14:33.1,33:00.5,339,174,189,93,4,"['browse_home', 'browse_home', 'browse_home', 'watch_video']",1107.35736,netflix
10.145.43.25,23.246.3.212,6,251813,251813,6320,6320,39:56.5,39:56.6,201,201,105,105,1,['browse_home'],0.145445,netflix
10.145.43.25,31.13.93.12,6,52,52,104,104,21:37.9,21:37.9,1,1,2,2,1,['browse_home'],0.025862,netflix
10.145.43.25,31.13.93.19,6,1799,1799,3227,3227,21:54.1,21:54.2,10,10,13,13,1,['browse_home'],0.165612,netflix
10.145.43.25,31.13.93.63,6,3960,2124,6618,3421,08:31.8,15:43.7,26,14,34,19,2,"['browse_home', 'browse_home']",431.965124,netflix
10.145.43.25,34.210.42.111,6,243340,124721,289825,152805,14:16.9,15:35.0,348,187,479,260,2,"['browse_home', 'browse_home']",78.079864,netflix
10.145.43.25,35.161.50.134,6,76305,25587,31087,10725,08:14.4,15:11.6,90,33,106,36,3,"['browse_home', 'browse_home', 'browse_home']",417.163647,netflix
10.145.43.25,52.40.130.35,6,75960,25322,30075,10181,05:33.7,39:51.8,84,28,96,35,3,"['watch_video', 'browse_home', 'browse_home']",2058.104766,netflix
10.145.43.25,52.42.117.17,6,25168,25168,9713,9713,32:58.4,32:59.0,25,25,26,26,1,['watch_video'],0.670402,netflix
10.145.43.25,52.89.124.203,6,127009,127009,146048,146048,21:40.0,22:04.4,190,190,257,257,1,['browse_home'],24.411927,netflix
10.145.43.25,54.148.37.5,6,543267,225311,403257,180070,05:33.9,40:16.4,693,292,860,372,4,"['watch_video', 'browse_home', 'watch_video', 'browse_home']",2082.570764,netflix
10.145.167.113,172.217.1.234,6,40,40,75,75,33:29.8,33:29.8,1,1,1,1,1,['watch_video'],0.027289,netflix
10.145.167.113,172.217.12.74,6,40,40,75,75,57:24.2,57:24.2,1,1,1,1,1,['watch_video'],0.029858,netflix
10.145.167.113,172.217.9.142,6,7901,7901,9474,9474,33:22.7,33:24.2,18,18,30,30,1,['watch_video'],1.533909,netflix
10.145.167.113,172.217.9.170,6,6560,5170,3104,1608,10:26.6,30:27.0,21,10,19,9,3,"['watch_video', 'browse_home', 'watch_video']",1200.421912,netflix
10.145.167.113,192.124.233.66,6,151637105,19718726,804444,98736,02:56.2,57:32.7,119145,15486,9936,1320,11,"['browse_home', 'watch_video', 'watch_video', 'browse_home', 'watch_video', 'browse_home', 'watch_video', 'watch_video', 'browse_home', 'watch_video', 'watch_video']",3276.453277,netflix
10.145.167.113,198.38.99.164,6,14183,7092,2864,1432,14:32.9,34:25.6,20,10,22,11,2,"['browse_home', 'browse_home']",1192.638989,netflix
10.145.167.113,23.246.2.135,6,21697010,4368659,197792,42848,10:16.5,48:19.9,17197,3474,1960,438,5,"['watch_video', 'watch_video', 'watch_video', 'watch_video', 'watch_video']",2283.429064,netflix
10.145.167.113,23.246.2.193,6,251760,251760,6320,6320,14:33.4,14:33.5,200,200,105,105,1,['browse_home'],0.147898,netflix
10.145.167.113,23.246.2.194,6,730539,300567,26960,11424,02:45.9,47:56.3,598,244,396,175,4,"['browse_home', 'browse_home', 'watch_video', 'watch_video']",2710.357009,netflix
10.145.167.113,23.246.2.196,6,154375,137695,6788,3978,14:33.2,34:25.8,133,111,81,60,3,"['browse_home', 'browse_home', 'browse_home']",1192.606807,netflix
10.145.167.113,23.246.2.197,6,137699,137699,3978,3978,02:46.1,02:46.1,111,111,60,60,1,['browse_home'],0.081875,netflix
10.145.167.113,23.246.2.204,6,6185,6185,1328,1328,25:17.8,25:17.9,9,9,9,9,1,['browse_home'],0.107943,netflix
10.145.167.113,23.246.2.206,6,366612,301907,13752,11176,14:33.1,30:05.3,301,246,203,170,2,"['browse_home', 'watch_video']",932.123929,netflix
10.145.167.113,23.246.2.207,6,24214,8072,4192,1432,14:32.3,34:24.9,33,11,31,11,3,"['browse_home', 'browse_home', 'browse_home']",1192.600503,netflix
10.145.167.113,23.246.2.209,6,8277,8277,1380,1380,14:43.1,14:43.1,11,11,10,10,1,['browse_home'],0.047272,netflix
10.145.167.113,23.246.2.211,6,669698,303143,24212,11916,10:16.5,34:26.2,546,246,359,184,3,"['watch_video', 'watch_video', 'browse_home']",1449.679851,netflix
10.145.167.113,23.246.3.157,6,8734516,4369327,88180,48264,24:12.8,57:32.7,6942,3487,917,523,2,"['watch_video', 'watch_video']",1999.822824,netflix
10.145.167.113,23.246.3.198,6,34647,10091,6748,2020,02:45.4,34:26.4,46,13,43,12,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",1901.001338,netflix
10.145.167.113,23.246.3.201,6,14184,7092,2864,1432,02:45.5,25:18.3,20,10,22,11,2,"['browse_home', 'browse_home']",1352.765154,netflix
10.145.167.113,23.246.3.202,6,8073,8073,1380,1380,02:44.0,02:44.0,11,11,10,10,1,['browse_home'],0.05354,netflix
10.145.167.113,23.246.3.203,6,275390,137695,7956,3978,25:20.3,34:26.3,222,111,120,60,2,"['browse_home', 'browse_home']",545.987424,netflix
10.145.167.113,23.246.3.204,6,300563,300563,9240,9240,57:08.7,57:09.4,244,244,133,133,1,['watch_video'],0.720698,netflix
10.145.167.113,23.246.3.206,6,317238,300560,13298,10488,02:45.6,24:13.4,266,244,178,157,3,"['browse_home', 'browse_home', 'watch_video']",1287.836128,netflix
10.145.167.113,23.246.3.212,6,755331,251812,18960,6320,02:46.2,34:26.4,601,201,315,105,3,"['browse_home', 'browse_home', 'browse_home']",1900.24972,netflix
10.145.167.113,31.13.93.19,6,11063,11063,4166,4166,25:42.7,25:43.5,15,15,18,18,1,['browse_home'],0.76696,netflix
10.145.167.113,31.13.93.32,6,239,239,215,215,02:43.1,02:43.3,4,4,4,4,1,['browse_home'],0.16576,netflix
10.145.167.113,31.13.93.35,6,40,40,135,135,14:32.3,14:32.3,1,1,2,2,1,['browse_home'],0.019851,netflix
10.145.167.113,34.210.42.111,6,654060,212720,558745,174195,02:40.3,25:40.5,898,285,1130,359,4,"['browse_home', 'watch_video', 'browse_home', 'browse_home']",1380.270356,netflix
10.145.167.113,35.161.50.134,6,126572,25377,50461,10293,14:29.6,47:54.3,139,29,166,37,5,"['browse_home', 'watch_video', 'browse_home', 'browse_home', 'watch_video']",2004.70457,netflix
10.145.167.113,52.40.130.35,6,75862,25376,29251,9825,11:17.5,33:18.5,82,29,80,28,3,"['watch_video', 'watch_video', 'watch_video']",1321.02423,netflix
10.145.167.113,52.42.117.17,6,75912,25320,29823,10397,02:40.3,57:07.6,83,28,91,39,3,"['browse_home', 'watch_video', 'watch_video']",3267.367663,netflix
10.145.167.113,52.89.124.203,6,330976,181538,351624,174506,10:14.3,57:09.6,458,205,597,274,6,"['watch_video', 'watch_video', 'watch_video', 'browse_home', 'watch_video', 'watch_video']",2815.30504,netflix
10.145.167.113,54.148.37.5,6,28741,28741,37340,37340,30:02.2,30:05.3,41,41,60,60,1,['watch_video'],3.094775,netflix
10.145.167.113,54.235.127.123,6,8139,8139,2211,2211,02:38.5,02:38.8,18,18,20,20,1,['browse_home'],0.310618,netflix
10.145.43.25,192.124.233.66,6,69503561,20142795,370206,96770,26:03.3,51:55.9,54637,15833,4541,1221,5,"['watch_video', 'browse_home', 'watch_video', 'browse_home', 'watch_video']",1552.540753,netflix
10.145.43.25,198.38.99.164,6,14184,7093,2864,1432,37:59.2,46:08.4,20,10,22,11,2,"['browse_home', 'browse_home']",489.261745,netflix
10.145.43.25,23.246.2.135,6,8733799,4367188,81460,43128,40:46.9,51:55.9,6927,3469,821,451,2,"['watch_video', 'watch_video']",668.979513,netflix
10.145.43.25,23.246.2.194,6,64707,64707,2524,2524,40:46.7,40:46.9,55,55,32,32,1,['watch_video'],0.169251,netflix
10.145.43.25,23.246.2.195,6,64703,64703,2524,2524,51:32.1,51:32.2,55,55,32,32,1,['watch_video'],0.098173,netflix
10.145.43.25,23.246.2.196,6,283330,141666,9338,4669,37:59.3,46:10.2,230,115,126,63,2,"['browse_home', 'browse_home']",490.850682,netflix
